UKPRN,Provider name,Subject code,Subject,Question,Responses,Population,Option 1,Option 2,Option 3,Option 4,Positivity,Response Rate,Question Num,index1,Region
UK,UK,CAH02-02-03,Pharmacy, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,2397.0,3189.0,929.42,1178.51,238.73,50.35,87.9,75.2,Q06,162,UK
UK,UK,CAH02-02-03,Pharmacy, To what extent have you had the chance to bring together information and ideas from different topics?,2392.0,3189.0,1148.78,954.52,249.36,39.35,87.9,75.2,Q07,163,UK
UK,UK,CAH02-02-03,Pharmacy, To what extent does your course have the right balance of directed and independent study?,2390.0,3189.0,868.42,957.79,421.09,142.71,76.4,75.2,Q08,164,UK
UK,UK,CAH02-02-03,Pharmacy, How well has your course developed your knowledge and skills that you think you will need for your future?,2397.0,3189.0,1082.42,1042.21,219.37,53.01,88.6,75.2,Q09,165,UK
UK,UK,CAH02-02-03,Pharmacy, How clear were the marking criteria used to assess your work?,2397.0,3189.0,470.06,1093.55,664.71,168.69,65.2,75.2,Q10,166,UK
UK,UK,CAH02-02-03,Pharmacy, How fair has the marking and assessment been on your course?,2389.0,3189.0,389.39,1389.18,472.76,137.68,74.4,75.2,Q11,167,UK
UK,UK,CAH02-02-03,Pharmacy, How well have assessments allowed you to demonstrate what you have learned?,2395.0,3189.0,488.04,1329.2,492.76,85.01,75.9,75.2,Q12,168,UK
UK,UK,CAH02-02-03,Pharmacy, How often have you received assessment feedback on time?,2394.7,3189.0,600.12,1004.21,558.69,231.66,67.0,75.2,Q13,169,UK
UK,UK,CAH02-02-03,Pharmacy, How often does feedback help you to improve your work?,2389.0,3189.0,498.71,995.85,672.42,222.03,62.6,75.2,Q14,170,UK
UK,UK,CAH02-02-03,Pharmacy, How easy was it to contact teaching staff when you needed to?,2390.7,3189.0,908.08,1106.53,302.71,73.35,84.3,75.2,Q15,171,UK
UK,UK,CAH02-02-03,Pharmacy, How well have teaching staff supported your learning?,2391.0,3189.0,673.7,1345.23,303.71,68.37,84.4,75.2,Q16,172,UK
UK,UK,CAH02-02-03,Pharmacy, How well organised is your course?,2395.0,3189.0,481.05,1218.52,537.09,158.35,71.0,75.2,Q17,173,UK
UK,UK,CAH02-02-03,Pharmacy, How well were any changes to teaching on your course communicated?,2376.4,3189.0,600.72,1176.89,486.05,112.69,74.8,75.2,Q18,174,UK
UK,UK,CAH02-02-03,Pharmacy, How well have the IT resources and facilities supported your learning?,2327.3,3189.0,805.11,1225.51,243.05,53.67,87.3,75.2,Q19,175,UK
UK,UK,CAH02-02-03,Pharmacy," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",2327.7,3189.0,1035.15,1034.14,189.38,69.01,88.9,75.2,Q20,176,UK
UK,UK,CAH02-02-03,Pharmacy," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",2302.7,3189.0,784.41,1201.89,276.68,39.69,86.3,75.2,Q21,177,UK
UK,UK,CAH02-02-03,Pharmacy, To what extent do you get the right opportunities to give feedback on your course?,2384.3,3189.0,837.0,1062.88,405.75,78.71,79.7,75.2,Q22,178,UK
UK,UK,CAH02-02-03,Pharmacy, To what extent are students' opinions about the course valued by staff?,2369.4,3189.0,588.32,1061.9,511.06,208.07,69.6,75.2,Q23,179,UK
UK,UK,CAH02-02-03,Pharmacy, How clear is it that students' feedback on the course is acted on?,2371.7,3189.0,438.68,1000.83,699.75,232.41,60.7,75.2,Q24,180,UK
UK,UK,CAH02-02-03,Pharmacy, How well does the students' union (association or guild) represent students' academic interests?,2085.3,3189.0,472.7,1088.84,427.37,96.39,74.9,75.2,Q25,181,UK
UK,UK,CAH02-02-03,Pharmacy, How well communicated was information about your university/college's mental wellbeing support services?,2299.3,3189.0,832.41,1057.47,313.72,95.7,82.2,75.2,Q26,182,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How good are teaching staff at explaining things?,3415.6,4644.7,1172.57,1940.33,241.05,61.61,91.1,73.8,Q01,183,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How often do teaching staff make the subject engaging?,3417.6,4644.7,1155.25,1795.86,396.64,69.81,86.4,73.8,Q02,184,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How often is the course intellectually stimulating?,3422.6,4644.7,1126.25,1753.07,455.12,88.12,84.1,73.8,Q03,185,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How often does your course challenge you to achieve your best work?,3421.3,4644.7,1638.66,1412.0,306.67,63.96,89.2,73.8,Q04,186,UK
UK,UK,CAH02-04-01,Nursing (non-specific), To what extent have you had the chance to explore ideas and concepts in depth?,3403.0,4644.7,1107.54,1755.48,479.08,60.92,84.1,73.8,Q05,187,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well does your course introduce subjects and skills in a way that builds on what you have already learned?,3421.6,4644.7,1261.05,1685.08,394.59,80.84,86.1,73.8,Q06,188,UK
UK,UK,CAH02-04-01,Nursing (non-specific), To what extent have you had the chance to bring together information and ideas from different topics?,3412.1,4644.7,1143.5,1795.39,416.09,57.08,86.1,73.8,Q07,189,UK
UK,UK,CAH02-04-01,Nursing (non-specific), To what extent does your course have the right balance of directed and independent study?,3417.6,4644.7,1266.76,1461.06,548.51,141.23,79.8,73.8,Q08,190,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well has your course developed your knowledge and skills that you think you will need for your future?,3423.3,4644.7,1674.98,1343.03,332.32,72.96,88.2,73.8,Q09,191,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How clear were the marking criteria used to assess your work?,3422.6,4644.7,1143.49,1676.44,493.51,109.12,82.4,73.8,Q10,192,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How fair has the marking and assessment been on your course?,3413.3,4644.7,879.6,1996.75,429.32,107.62,84.3,73.8,Q11,193,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well have assessments allowed you to demonstrate what you have learned?,3416.3,4644.7,1015.86,1890.39,444.84,65.2,85.1,73.8,Q12,194,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How often have you received assessment feedback on time?,3420.6,4644.7,1879.33,1215.45,244.74,81.04,90.5,73.8,Q13,195,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How often does feedback help you to improve your work?,3421.6,4644.7,1406.05,1453.36,445.87,116.28,83.6,73.8,Q14,196,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How easy was it to contact teaching staff when you needed to?,3413.6,4644.7,1176.45,1429.01,598.41,209.69,76.3,73.8,Q15,197,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well have teaching staff supported your learning?,3415.3,4644.7,1233.84,1640.64,431.39,109.42,84.2,73.8,Q16,198,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well organised is your course?,3419.6,4644.7,536.54,1559.66,947.67,375.69,61.3,73.8,Q17,199,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well were any changes to teaching on your course communicated?,3390.9,4644.7,787.79,1599.48,773.29,230.31,70.4,73.8,Q18,200,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well have the IT resources and facilities supported your learning?,3287.7,4644.7,1078.1,1808.65,310.05,90.92,87.8,73.8,Q19,201,UK
UK,UK,CAH02-04-01,Nursing (non-specific)," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",3352.6,4644.7,1510.21,1609.59,191.3,41.5,93.1,73.8,Q20,202,UK
UK,UK,CAH02-04-01,Nursing (non-specific)," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",3204.2,4644.7,969.68,1739.86,443.5,51.11,84.6,73.8,Q21,203,UK
UK,UK,CAH02-04-01,Nursing (non-specific), To what extent do you get the right opportunities to give feedback on your course?,3392.3,4644.7,1102.17,1661.43,538.12,90.53,81.5,73.8,Q22,204,UK
UK,UK,CAH02-04-01,Nursing (non-specific), To what extent are students' opinions about the course valued by staff?,3349.8,4644.7,957.17,1594.61,571.47,226.5,76.2,73.8,Q23,205,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How clear is it that students' feedback on the course is acted on?,3333.3,4644.7,694.53,1416.49,944.81,277.42,63.3,73.8,Q24,206,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well does the students' union (association or guild) represent students' academic interests?,2450.2,4644.7,552.24,1379.89,390.81,127.23,78.9,73.8,Q25,207,UK
UK,UK,CAH02-04-01,Nursing (non-specific), How well communicated was information about your university/college's mental wellbeing support services?,3208.5,4644.7,968.05,1489.25,562.78,188.38,76.6,73.8,Q26,208,UK
UK,UK,CAH02-04-02,Adult nursing, How good are teaching staff at explaining things?,11794.1,15522.6,2894.07,7225.39,1375.51,299.13,85.8,76.1,Q01,209,UK
UK,UK,CAH02-04-02,Adult nursing, How often do teaching staff make the subject engaging?,11794.1,15522.6,2805.05,6397.94,2197.72,393.39,78.0,76.1,Q02,210,UK
UK,UK,CAH02-04-02,Adult nursing, How often is the course intellectually stimulating?,11783.6,15522.6,3155.05,5999.85,2111.42,517.28,77.7,76.1,Q03,211,UK
UK,UK,CAH02-04-02,Adult nursing, How often does your course challenge you to achieve your best work?,11777.5,15522.6,4452.52,5221.44,1694.23,409.28,82.1,76.1,Q04,212,UK
UK,UK,CAH02-04-02,Adult nursing, To what extent have you had the chance to explore ideas and concepts in depth?,11752.8,15522.6,3089.68,6085.5,2232.64,345.02,78.1,76.1,Q05,213,UK
UK,UK,CAH02-04-02,Adult nursing, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,11784.1,15522.6,3543.31,5918.44,1898.31,424.04,80.3,76.1,Q06,214,UK
UK,UK,CAH02-04-02,Adult nursing, To what extent have you had the chance to bring together information and ideas from different topics?,11741.1,15522.6,3257.4,6170.89,2007.79,305.02,80.3,76.1,Q07,215,UK
UK,UK,CAH02-04-02,Adult nursing, To what extent does your course have the right balance of directed and independent study?,11781.1,15522.6,3565.76,5019.14,2273.79,922.41,72.9,76.1,Q08,216,UK
UK,UK,CAH02-04-02,Adult nursing, How well has your course developed your knowledge and skills that you think you will need for your future?,11787.5,15522.6,4534.04,5203.51,1640.66,409.26,82.6,76.1,Q09,217,UK
UK,UK,CAH02-04-02,Adult nursing, How clear were the marking criteria used to assess your work?,11789.1,15522.6,2945.31,5625.18,2508.83,709.78,72.7,76.1,Q10,218,UK
UK,UK,CAH02-04-02,Adult nursing, How fair has the marking and assessment been on your course?,11783.5,15522.6,1995.36,6640.63,2376.66,770.82,73.3,76.1,Q11,219,UK
UK,UK,CAH02-04-02,Adult nursing, How well have assessments allowed you to demonstrate what you have learned?,11775.5,15522.6,2479.68,6374.33,2446.16,475.3,75.2,76.1,Q12,220,UK
UK,UK,CAH02-04-02,Adult nursing, How often have you received assessment feedback on time?,11791.1,15522.6,5674.39,4530.77,1152.64,433.3,86.5,76.1,Q13,221,UK
UK,UK,CAH02-04-02,Adult nursing, How often does feedback help you to improve your work?,11787.1,15522.6,3452.33,5149.8,2432.65,752.32,73.0,76.1,Q14,222,UK
UK,UK,CAH02-04-02,Adult nursing, How easy was it to contact teaching staff when you needed to?,11748.1,15522.6,2786.85,4923.05,2834.01,1204.19,65.6,76.1,Q15,223,UK
UK,UK,CAH02-04-02,Adult nursing, How well have teaching staff supported your learning?,11767.5,15522.6,2772.96,5941.44,2290.51,762.56,74.1,76.1,Q16,224,UK
UK,UK,CAH02-04-02,Adult nursing, How well organised is your course?,11784.1,15522.6,1278.86,4595.56,3980.45,1929.23,49.9,76.1,Q17,225,UK
UK,UK,CAH02-04-02,Adult nursing, How well were any changes to teaching on your course communicated?,11729.5,15522.6,1835.27,5067.02,3619.19,1207.99,58.8,76.1,Q18,226,UK
UK,UK,CAH02-04-02,Adult nursing, How well have the IT resources and facilities supported your learning?,11402.6,15522.6,3353.24,6319.83,1361.49,368.02,84.8,76.1,Q19,227,UK
UK,UK,CAH02-04-02,Adult nursing," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",11593.3,15522.6,5242.47,5427.07,755.8,168.0,92.0,76.1,Q20,228,UK
UK,UK,CAH02-04-02,Adult nursing," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",11351.7,15522.6,3250.22,6270.68,1605.64,225.13,83.9,76.1,Q21,229,UK
UK,UK,CAH02-04-02,Adult nursing, To what extent do you get the right opportunities to give feedback on your course?,11692.2,15522.6,3356.59,5740.57,2073.9,521.15,77.8,76.1,Q22,230,UK
UK,UK,CAH02-04-02,Adult nursing, To what extent are students' opinions about the course valued by staff?,11609.7,15522.6,2378.07,5236.51,2714.05,1281.08,65.6,76.1,Q23,231,UK
UK,UK,CAH02-04-02,Adult nursing, How clear is it that students' feedback on the course is acted on?,11567.7,15522.6,1772.27,4465.19,3928.65,1401.6,53.9,76.1,Q24,232,UK
UK,UK,CAH02-04-02,Adult nursing, How well does the students' union (association or guild) represent students' academic interests?,9820.4,15522.6,2007.66,5197.81,1944.99,669.91,73.4,76.1,Q25,233,UK
UK,UK,CAH02-04-02,Adult nursing, How well communicated was information about your university/college's mental wellbeing support services?,11239.6,15522.6,3125.09,5033.81,2241.38,839.3,72.6,76.1,Q26,234,UK
UK,UK,CAH02-04-04,Midwifery, How good are teaching staff at explaining things?,2505.5,3023.5,673.0,1551.5,237.5,43.5,88.8,82.9,Q01,235,UK
UK,UK,CAH02-04-04,Midwifery, How often do teaching staff make the subject engaging?,2505.5,3023.5,548.5,1531.0,371.5,54.5,83.0,82.9,Q02,236,UK
UK,UK,CAH02-04-04,Midwifery, How often is the course intellectually stimulating?,2503.5,3023.5,824.5,1327.0,290.5,61.5,85.9,82.9,Q03,237,UK
UK,UK,CAH02-04-04,Midwifery, How often does your course challenge you to achieve your best work?,2503.5,3023.5,996.0,1155.5,280.0,72.0,85.9,82.9,Q04,238,UK
UK,UK,CAH02-04-04,Midwifery, To what extent have you had the chance to explore ideas and concepts in depth?,2493.5,3023.5,764.5,1300.0,375.5,53.5,82.8,82.9,Q05,239,UK
UK,UK,CAH02-04-04,Midwifery, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,2504.5,3023.5,788.5,1310.5,331.0,74.5,83.8,82.9,Q06,240,UK
UK,UK,CAH02-04-04,Midwifery, To what extent have you had the chance to bring together information and ideas from different topics?,2491.0,3023.5,836.5,1278.0,330.5,46.0,84.9,82.9,Q07,241,UK
UK,UK,CAH02-04-04,Midwifery, To what extent does your course have the right balance of directed and independent study?,2503.5,3023.5,771.5,1055.0,519.5,157.5,73.0,82.9,Q08,242,UK
UK,UK,CAH02-04-04,Midwifery, How well has your course developed your knowledge and skills that you think you will need for your future?,2504.5,3023.5,1142.5,1102.0,217.0,43.0,89.6,82.9,Q09,243,UK
UK,UK,CAH02-04-04,Midwifery, How clear were the marking criteria used to assess your work?,2506.5,3023.5,684.0,1178.5,512.0,132.0,74.3,82.9,Q10,244,UK
UK,UK,CAH02-04-04,Midwifery, How fair has the marking and assessment been on your course?,2502.5,3023.5,468.0,1424.5,488.5,121.5,75.6,82.9,Q11,245,UK
UK,UK,CAH02-04-04,Midwifery, How well have assessments allowed you to demonstrate what you have learned?,2505.5,3023.5,482.0,1371.5,556.5,95.5,74.0,82.9,Q12,246,UK
UK,UK,CAH02-04-04,Midwifery, How often have you received assessment feedback on time?,2504.5,3023.5,1262.5,928.0,211.5,102.5,87.5,82.9,Q13,247,UK
UK,UK,CAH02-04-04,Midwifery, How often does feedback help you to improve your work?,2500.5,3023.5,652.0,1162.5,545.0,141.0,72.6,82.9,Q14,248,UK
UK,UK,CAH02-04-04,Midwifery, How easy was it to contact teaching staff when you needed to?,2502.5,3023.5,716.5,1069.0,547.5,169.5,71.3,82.9,Q15,249,UK
UK,UK,CAH02-04-04,Midwifery, How well have teaching staff supported your learning?,2506.5,3023.5,658.5,1337.0,381.0,130.0,79.6,82.9,Q16,250,UK
UK,UK,CAH02-04-04,Midwifery, How well organised is your course?,2504.5,3023.5,215.5,1046.0,888.0,355.0,50.4,82.9,Q17,251,UK
UK,UK,CAH02-04-04,Midwifery, How well were any changes to teaching on your course communicated?,2498.5,3023.5,394.0,1116.5,753.0,235.0,60.5,82.9,Q18,252,UK
UK,UK,CAH02-04-04,Midwifery, How well have the IT resources and facilities supported your learning?,2410.0,3023.5,609.0,1379.5,333.0,88.5,82.5,82.9,Q19,253,UK
UK,UK,CAH02-04-04,Midwifery," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",2457.5,3023.5,1080.5,1180.5,160.5,36.0,92.0,82.9,Q20,254,UK
UK,UK,CAH02-04-04,Midwifery," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",2409.5,3023.5,631.5,1344.5,376.0,57.5,82.0,82.9,Q21,255,UK
UK,UK,CAH02-04-04,Midwifery, To what extent do you get the right opportunities to give feedback on your course?,2482.5,3023.5,811.0,1203.5,401.5,66.5,81.1,82.9,Q22,256,UK
UK,UK,CAH02-04-04,Midwifery, To what extent are students' opinions about the course valued by staff?,2482.5,3023.5,603.0,1103.0,544.5,232.0,68.7,82.9,Q23,257,UK
UK,UK,CAH02-04-04,Midwifery, How clear is it that students' feedback on the course is acted on?,2479.0,3023.5,394.0,1023.0,822.0,240.0,57.2,82.9,Q24,258,UK
UK,UK,CAH02-04-04,Midwifery, How well does the students' union (association or guild) represent students' academic interests?,2001.5,3023.5,349.5,1070.0,433.0,149.0,70.9,82.9,Q25,259,UK
UK,UK,CAH02-04-04,Midwifery, How well communicated was information about your university/college's mental wellbeing support services?,2413.0,3023.5,536.0,1110.0,555.5,211.5,68.2,82.9,Q26,260,UK
UK,UK,CAH02-04-05,Children's nursing, How good are teaching staff at explaining things?,2316.5,2968.0,533.5,1460.0,272.5,50.5,86.1,78.1,Q01,261,UK
UK,UK,CAH02-04-05,Children's nursing, How often do teaching staff make the subject engaging?,2317.5,2968.0,461.5,1379.5,404.0,72.5,79.4,78.1,Q02,262,UK
UK,UK,CAH02-04-05,Children's nursing, How often is the course intellectually stimulating?,2316.5,2968.0,523.0,1271.0,432.0,90.5,77.4,78.1,Q03,263,UK
UK,UK,CAH02-04-05,Children's nursing, How often does your course challenge you to achieve your best work?,2314.5,2968.0,786.5,1111.0,333.0,84.0,82.0,78.1,Q04,264,UK
