Provider,Level,Subject,Code,Predicted_28_Positivity,Predicted_28_Options,Prediction_Diff
England,Undergraduate with postgraduate component,Biosciences (non-specific),CAH03-01-01,89.3,85.2,-4.1
England,Undergraduate with postgraduate component,Biology (non-specific),CAH03-01-02,84.1,81.6,-2.5
England,Undergraduate with postgraduate component,Ecology and environmental biology,CAH03-01-03,87.1,81.9,-5.2
England,Undergraduate with postgraduate component,Microbiology and cell science,CAH03-01-04,88.5,80.8,-7.7
England,Undergraduate with postgraduate component,Zoology,CAH03-01-06,79,69.3,-9.7
England,Undergraduate with postgraduate component,Genetics,CAH03-01-07,84.9,86.7,1.8
England,Undergraduate with postgraduate component,"Molecular biology, biophysics and biochemistry",CAH03-01-08,88.4,84.2,-4.2
England,Undergraduate with postgraduate component,Others in biosciences,CAH03-01-10,82,73.2,-8.8
England,Undergraduate with postgraduate component,Sport and exercise sciences,CAH03-02-01,92.8,88.6,-4.2
England,Undergraduate with postgraduate component,Psychology (non-specific),CAH04-01-01,84.3,80.5,-3.8
England,Undergraduate with postgraduate component,Applied psychology,CAH04-01-02,88.6,85.2,-3.4
England,Undergraduate with postgraduate component,Veterinary medicine and dentistry,CAH05-01-01,87.3,82.4,-4.9
England,Undergraduate with postgraduate component,Others in veterinary sciences,CAH05-01-02,92,88.4,-3.6
England,Undergraduate with postgraduate component,Physics,CAH07-01-01,84.3,78.2,-6.1
England,Undergraduate with postgraduate component,Astronomy,CAH07-01-02,88.7,83.8,-4.9
England,Undergraduate with postgraduate component,Chemistry,CAH07-02-01,85.4,79.3,-6.1
England,Undergraduate with postgraduate component,Forensic and archaeological sciences,CAH07-04-02,83.7,84.7,1
England,Undergraduate with postgraduate component,Natural sciences (non-specific),CAH07-04-04,84.4,81.8,-2.6
England,Undergraduate with postgraduate component,Mathematics,CAH09-01-01,85.5,80.2,-5.3
England,Undergraduate with postgraduate component,Engineering (non-specific),CAH10-01-01,86,81.3,-4.7
England,Undergraduate with postgraduate component,Mechanical engineering,CAH10-01-02,82,77.6,-4.4
England,Undergraduate with postgraduate component,Production and manufacturing engineering,CAH10-01-03,84.2,82.1,-2.1
England,Undergraduate with postgraduate component,Aeronautical and aerospace engineering,CAH10-01-04,83.1,78.3,-4.8
England,Undergraduate with postgraduate component,"Bioengineering, medical and biomedical engineering",CAH10-01-06,85.9,81.5,-4.4
England,Undergraduate with postgraduate component,Civil engineering,CAH10-01-07,85.4,81.6,-3.8
England,Undergraduate with postgraduate component,Electrical and electronic engineering,CAH10-01-08,80.9,77,-3.9
England,Undergraduate with postgraduate component,"Chemical, process and energy engineering",CAH10-01-09,84.7,80.7,-4
England,Undergraduate with postgraduate component,Materials technology,CAH10-03-02,85.3,79.9,-5.4
England,Undergraduate with postgraduate component,Maritime technology,CAH10-03-04,81.4,84.1,2.7
England,Undergraduate with postgraduate component,Materials science,CAH10-03-07,86.5,80.9,-5.6
England,Undergraduate with postgraduate component,Computer science,CAH11-01-01,78,71.2,-6.8
England,Undergraduate with postgraduate component,Software engineering,CAH11-01-04,79,70.4,-8.6
England,Undergraduate with postgraduate component,Artificial intelligence,CAH11-01-05,72.3,65.4,-6.9
England,Undergraduate with postgraduate component,Computer games and animation,CAH11-01-06,95.6,96.1,0.5
England,Undergraduate with postgraduate component,Architecture,CAH13-01-01,88.2,81.4,-6.8
England,Undergraduate with postgraduate component,Building,CAH13-01-02,88.2,81.9,-6.3
England,Undergraduate with postgraduate component,"Planning (urban, rural and regional)",CAH13-01-04,73.9,64.6,-9.3
England,Undergraduate with postgraduate component,Social work,CAH15-04-01,70.4,67.3,-3.1
England,Undergraduate with postgraduate component,Law,CAH16-01-01,83,78,-5
England,Undergraduate with postgraduate component,Business and management (non-specific),CAH17-01-01,76.5,61.4,-15.1
England,Undergraduate with postgraduate component,Business studies,CAH17-01-02,78.8,70.7,-8.1
England,Undergraduate with postgraduate component,Accounting,CAH17-01-08,80.8,67,-13.8
England,Undergraduate with postgraduate component,Teacher training,CAH22-01-02,73.3,70.7,-2.6
England,Undergraduate with postgraduate component,Environmental sciences,CAH26-01-04,83,78.2,-4.8
England,Undergraduate with postgraduate component,Earth sciences,CAH26-01-06,86.6,81.5,-5.1
AECC University College,All undergraduates,Complementary and alternative medicine,CAH02-06-06,62,51.4,-10.6
AECC University College,Undergraduate with postgraduate component,Complementary and alternative medicine,CAH02-06-06,62,51.4,-10.6
Anglia Ruskin University Higher Education Corporation,All undergraduates,Medicine (non-specific),CAH01-01-02,75.7,72.8,-2.9
Anglia Ruskin University Higher Education Corporation,All undergraduates,Nursing (non-specific),CAH02-04-01,62.2,48.4,-13.8
Anglia Ruskin University Higher Education Corporation,All undergraduates,Adult nursing,CAH02-04-02,70.1,59.6,-10.5
Anglia Ruskin University Higher Education Corporation,All undergraduates,Midwifery,CAH02-04-04,84.8,79.3,-5.5
Anglia Ruskin University Higher Education Corporation,All undergraduates,Children's nursing,CAH02-04-05,49.1,38.3,-10.8
Anglia Ruskin University Higher Education Corporation,All undergraduates,Mental health nursing,CAH02-04-07,82.7,75.5,-7.2
Anglia Ruskin University Higher Education Corporation,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,76.2,69.2,-7
Anglia Ruskin University Higher Education Corporation,All undergraduates,Health sciences (non-specific),CAH02-06-01,37.8,28.4,-9.4
Anglia Ruskin University Higher Education Corporation,All undergraduates,Ophthalmics,CAH02-06-03,90.6,85.9,-4.7
Anglia Ruskin University Higher Education Corporation,All undergraduates,Zoology,CAH03-01-06,75.7,72.2,-3.5
Anglia Ruskin University Higher Education Corporation,All undergraduates,Sport and exercise sciences,CAH03-02-01,88.5,83.9,-4.6
Anglia Ruskin University Higher Education Corporation,All undergraduates,Psychology (non-specific),CAH04-01-01,76.7,66.8,-9.9
Anglia Ruskin University Higher Education Corporation,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,83.4,78.2,-5.2
Anglia Ruskin University Higher Education Corporation,All undergraduates,Mechanical engineering,CAH10-01-02,69.8,62.8,-7
Anglia Ruskin University Higher Education Corporation,All undergraduates,Computer science,CAH11-01-01,79.1,73.5,-5.6
Anglia Ruskin University Higher Education Corporation,All undergraduates,Software engineering,CAH11-01-04,69.9,58.4,-11.5
Anglia Ruskin University Higher Education Corporation,All undergraduates,Architecture,CAH13-01-01,70.9,62.2,-8.7
Anglia Ruskin University Higher Education Corporation,All undergraduates,Building,CAH13-01-02,78.8,71.4,-7.4
Anglia Ruskin University Higher Education Corporation,All undergraduates,Sociology,CAH15-01-02,75.4,60.8,-14.6
Anglia Ruskin University Higher Education Corporation,All undergraduates,Social work,CAH15-04-01,81.2,78.1,-3.1
Anglia Ruskin University Higher Education Corporation,All undergraduates,Childhood and youth studies,CAH15-04-02,87.4,83.2,-4.2
Anglia Ruskin University Higher Education Corporation,All undergraduates,Law,CAH16-01-01,72.9,64.3,-8.6
Anglia Ruskin University Higher Education Corporation,All undergraduates,Business studies,CAH17-01-02,73,64.3,-8.7
Anglia Ruskin University Higher Education Corporation,All undergraduates,Management studies,CAH17-01-04,79.1,67.2,-11.9
Anglia Ruskin University Higher Education Corporation,All undergraduates,Accounting,CAH17-01-08,81.7,73,-8.7
Anglia Ruskin University Higher Education Corporation,All undergraduates,Literature in English,CAH19-01-03,80.3,80.1,-0.2
Anglia Ruskin University Higher Education Corporation,All undergraduates,History,CAH20-01-01,89.1,87.6,-1.5
Anglia Ruskin University Higher Education Corporation,All undergraduates,Education,CAH22-01-01,75.5,67.9,-7.6
Anglia Ruskin University Higher Education Corporation,All undergraduates,Media studies,CAH24-01-05,72.2,63.7,-8.5
Anglia Ruskin University Higher Education Corporation,All undergraduates,Art,CAH25-01-02,66.3,52.5,-13.8
Anglia Ruskin University Higher Education Corporation,All undergraduates,Design studies,CAH25-01-03,77.4,66.1,-11.3
Anglia Ruskin University Higher Education Corporation,All undergraduates,Cinematics and photography,CAH25-01-04,70.9,54.6,-16.3
Anglia Ruskin University Higher Education Corporation,All undergraduates,Performing arts (non-specific),CAH25-02-01,79.6,66.7,-12.9
Anglia Ruskin University Higher Education Corporation,All undergraduates,Music,CAH25-02-02,51.9,37.5,-14.4
Anglia Ruskin University Higher Education Corporation,First degree,Adult nursing,CAH02-04-02,70.1,59.6,-10.5
Anglia Ruskin University Higher Education Corporation,First degree,Midwifery,CAH02-04-04,84.8,79.3,-5.5
Anglia Ruskin University Higher Education Corporation,First degree,Children's nursing,CAH02-04-05,49.1,38.3,-10.8
Anglia Ruskin University Higher Education Corporation,First degree,Mental health nursing,CAH02-04-07,82.7,75.5,-7.2
Anglia Ruskin University Higher Education Corporation,First degree,Biomedical sciences (non-specific),CAH02-05-03,76.2,69.2,-7
Anglia Ruskin University Higher Education Corporation,First degree,Health sciences (non-specific),CAH02-06-01,37.8,28.4,-9.4
Anglia Ruskin University Higher Education Corporation,First degree,Ophthalmics,CAH02-06-03,90.8,87,-3.8
Anglia Ruskin University Higher Education Corporation,First degree,Zoology,CAH03-01-06,75.7,72.2,-3.5
Anglia Ruskin University Higher Education Corporation,First degree,Sport and exercise sciences,CAH03-02-01,88.5,83.9,-4.6
Anglia Ruskin University Higher Education Corporation,First degree,Psychology (non-specific),CAH04-01-01,76.7,66.8,-9.9
Anglia Ruskin University Higher Education Corporation,First degree,Forensic and archaeological sciences,CAH07-04-02,83.4,78.2,-5.2
Anglia Ruskin University Higher Education Corporation,First degree,Mechanical engineering,CAH10-01-02,70.8,63.1,-7.7
Anglia Ruskin University Higher Education Corporation,First degree,Computer science,CAH11-01-01,79.1,73.5,-5.6
Anglia Ruskin University Higher Education Corporation,First degree,Software engineering,CAH11-01-04,69.9,58.4,-11.5
Anglia Ruskin University Higher Education Corporation,First degree,Architecture,CAH13-01-01,70.9,62.2,-8.7
Anglia Ruskin University Higher Education Corporation,First degree,Building,CAH13-01-02,79,71.3,-7.7
Anglia Ruskin University Higher Education Corporation,First degree,Sociology,CAH15-01-02,75.4,60.8,-14.6
Anglia Ruskin University Higher Education Corporation,First degree,Social work,CAH15-04-01,81.2,78.1,-3.1
Anglia Ruskin University Higher Education Corporation,First degree,Childhood and youth studies,CAH15-04-02,88.3,85.5,-2.8
Anglia Ruskin University Higher Education Corporation,First degree,Law,CAH16-01-01,72.9,64.3,-8.6
Anglia Ruskin University Higher Education Corporation,First degree,Business studies,CAH17-01-02,73,64.3,-8.7
Anglia Ruskin University Higher Education Corporation,First degree,Management studies,CAH17-01-04,79.1,67.2,-11.9
Anglia Ruskin University Higher Education Corporation,First degree,Accounting,CAH17-01-08,81.7,73,-8.7
Anglia Ruskin University Higher Education Corporation,First degree,Literature in English,CAH19-01-03,80.3,80.1,-0.2
Anglia Ruskin University Higher Education Corporation,First degree,History,CAH20-01-01,89.1,87.6,-1.5
Anglia Ruskin University Higher Education Corporation,First degree,Education,CAH22-01-01,75.5,67.9,-7.6
Anglia Ruskin University Higher Education Corporation,First degree,Media studies,CAH24-01-05,72.2,63.7,-8.5
Anglia Ruskin University Higher Education Corporation,First degree,Art,CAH25-01-02,66.3,52.5,-13.8
Anglia Ruskin University Higher Education Corporation,First degree,Design studies,CAH25-01-03,77.4,66.1,-11.3
Anglia Ruskin University Higher Education Corporation,First degree,Cinematics and photography,CAH25-01-04,70.9,54.6,-16.3
Anglia Ruskin University Higher Education Corporation,First degree,Performing arts (non-specific),CAH25-02-01,79.6,66.7,-12.9
Anglia Ruskin University Higher Education Corporation,First degree,Music,CAH25-02-02,51.9,37.5,-14.4
Anglia Ruskin University Higher Education Corporation,Other undergraduate,Nursing (non-specific),CAH02-04-01,61.7,47.9,-13.8
Anglia Ruskin University Higher Education Corporation,Other undergraduate,Childhood and youth studies,CAH15-04-02,85.8,81.1,-4.7
Anglia Ruskin University Higher Education Corporation,Undergraduate with postgraduate component,Medicine (non-specific),CAH01-01-02,75.7,72.8,-2.9
Arts Educational Schools(The),All undergraduates,Music,CAH25-02-02,88.5,84.1,-4.4
Arts Educational Schools(The),All undergraduates,Drama,CAH25-02-03,87.3,79.5,-7.8
Arts Educational Schools(The),First degree,Music,CAH25-02-02,88.5,84.1,-4.4
Arts Educational Schools(The),First degree,Drama,CAH25-02-03,87.3,79.5,-7.8
"Arts University Bournemouth, the",All undergraduates,Architecture,CAH13-01-01,76.8,63.1,-13.7
"Arts University Bournemouth, the",All undergraduates,Marketing,CAH17-01-03,26,32.4,6.4
"Arts University Bournemouth, the",All undergraduates,Creative writing,CAH19-01-05,94.1,90.5,-3.6
"Arts University Bournemouth, the",All undergraduates,Art,CAH25-01-02,78.4,79.2,0.8
"Arts University Bournemouth, the",All undergraduates,Design studies,CAH25-01-03,73.9,67.2,-6.7
"Arts University Bournemouth, the",All undergraduates,Cinematics and photography,CAH25-01-04,63.8,52.4,-11.4
"Arts University Bournemouth, the",All undergraduates,Drama,CAH25-02-03,70.5,71.6,1.1
"Arts University Bournemouth, the",First degree,Architecture,CAH13-01-01,76.8,63.1,-13.7
"Arts University Bournemouth, the",First degree,Marketing,CAH17-01-03,26,32.4,6.4
"Arts University Bournemouth, the",First degree,Creative writing,CAH19-01-05,94.1,90.5,-3.6
"Arts University Bournemouth, the",First degree,Art,CAH25-01-02,78.4,79.2,0.8
"Arts University Bournemouth, the",First degree,Design studies,CAH25-01-03,73.9,67.2,-6.7
"Arts University Bournemouth, the",First degree,Cinematics and photography,CAH25-01-04,63.8,52.4,-11.4
"Arts University Bournemouth, the",First degree,Drama,CAH25-02-03,70.5,71.6,1.1
Askham Bryan College,All undergraduates,Others in veterinary sciences,CAH05-01-02,64.6,50.7,-13.9
Askham Bryan College,All undergraduates,Animal science,CAH06-01-01,77.7,75.8,-1.9
Askham Bryan College,All undergraduates,Agriculture,CAH06-01-03,69.6,51.6,-18
Askham Bryan College,Other undergraduate,Others in veterinary sciences,CAH05-01-02,64.6,50.7,-13.9
Askham Bryan College,Other undergraduate,Agriculture,CAH06-01-03,66.6,46.5,-20.1
Barnet & Southgate College,All undergraduates,Business studies,CAH17-01-02,98.7,95.8,-2.9
Barnet & Southgate College,Other undergraduate,Business studies,CAH17-01-02,98.6,96.1,-2.5
Barnsley College,All undergraduates,Sociology,CAH15-01-02,93.5,84,-9.5
Barnsley College,Other undergraduate,Sociology,CAH15-01-02,93.5,84,-9.5
Bath Spa University,All undergraduates,Biology (non-specific),CAH03-01-02,87.6,80.3,-7.3
Bath Spa University,All undergraduates,Psychology (non-specific),CAH04-01-01,66.8,50.9,-15.9
Bath Spa University,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,70.1,56,-14.1
Bath Spa University,All undergraduates,Others in technology,CAH10-03-06,95.3,88.9,-6.4
Bath Spa University,All undergraduates,Social sciences (non-specific),CAH15-01-01,77.5,67.7,-9.8
Bath Spa University,All undergraduates,Sociology,CAH15-01-02,77.6,66.7,-10.9
Bath Spa University,All undergraduates,Economics,CAH15-02-01,58.7,40.8,-17.9
Bath Spa University,All undergraduates,Law,CAH16-01-01,87.3,95.8,8.5
Bath Spa University,All undergraduates,Business studies,CAH17-01-02,78.3,69.8,-8.5
Bath Spa University,All undergraduates,Literature in English,CAH19-01-03,88.2,82.9,-5.3
Bath Spa University,All undergraduates,Creative writing,CAH19-01-05,76.7,71.7,-5
Bath Spa University,All undergraduates,History,CAH20-01-01,73.4,58.8,-14.6
Bath Spa University,All undergraduates,Education,CAH22-01-01,74.3,62.2,-12.1
Bath Spa University,All undergraduates,Publishing,CAH24-01-03,84.7,81.6,-3.1
Bath Spa University,All undergraduates,Media studies,CAH24-01-05,78.5,73.5,-5
Bath Spa University,All undergraduates,Creative arts and design (non-specific),CAH25-01-01,77,78.2,1.2
Bath Spa University,All undergraduates,Art,CAH25-01-02,64.7,49.8,-14.9
Bath Spa University,All undergraduates,Design studies,CAH25-01-03,65.9,52.5,-13.4
Bath Spa University,All undergraduates,Cinematics and photography,CAH25-01-04,85.4,78.6,-6.8
Bath Spa University,All undergraduates,Music,CAH25-02-02,69.2,58.5,-10.7
Bath Spa University,All undergraduates,Drama,CAH25-02-03,85.4,80.8,-4.6
Bath Spa University,All undergraduates,Geography (non-specific),CAH26-01-01,74.2,64.8,-9.4
Bath Spa University,First degree,Biology (non-specific),CAH03-01-02,87.6,80.3,-7.3
Bath Spa University,First degree,Psychology (non-specific),CAH04-01-01,66.8,50.9,-15.9
Bath Spa University,First degree,Forensic and archaeological sciences,CAH07-04-02,70.1,56,-14.1
Bath Spa University,First degree,Others in technology,CAH10-03-06,95.3,88.9,-6.4
Bath Spa University,First degree,Social sciences (non-specific),CAH15-01-01,77.5,67.7,-9.8
Bath Spa University,First degree,Sociology,CAH15-01-02,77.6,66.7,-10.9
Bath Spa University,First degree,Economics,CAH15-02-01,58.7,40.8,-17.9
